,title,number_of_pages,number_of_downloads,book_url
821,O'Reilly Auto Parts,56,0,https://www.pdfdrive.com/oreilly-auto-parts-e32158802.html
822,"Palfi A, Millington-Ward S, Chadderton N, O'Reilly M, Goldmann T, Humphries MM, Li T",56,0,https://www.pdfdrive.com/palfi-a-millington-ward-s-chadderton-n-oreilly-m-goldmann-t-humphries-mm-li-t-e116912580.html
823,Hacking and Securing iOS Applications,356,"1,469",https://www.pdfdrive.com/hacking-and-securing-ios-applications-e23439297.html
824,Java Network Programming - O'Reilly Media,54,10,https://www.pdfdrive.com/java-network-programming-oreilly-media-e10887633.html
825,Chapter 7: Layouts - O'Reilly Media,55,0,https://www.pdfdrive.com/chapter-7-layouts-oreilly-media-e6541294.html
826,Windows 7 - cdn.oreilly.com - O'Reilly Media,55,0,https://www.pdfdrive.com/windows-7-cdnoreillycom-oreilly-media-e8192320.html
827,In this chapter - O'Reilly Media,55,0,https://www.pdfdrive.com/in-this-chapter-oreilly-media-e17708452.html
828,High Performance Spark,472,439,https://www.pdfdrive.com/high-performance-spark-e58191586.html
829,"SECURITY, TOOLS & TECHNIQUES LINUX - O'Reilly Media",51,19,https://www.pdfdrive.com/security-tools-techniques-linux-oreilly-media-e4401406.html
830,"Rails on HBase - O'Reilly Media - Technology Books, Tech",54,3,https://www.pdfdrive.com/rails-on-hbase-oreilly-media-technology-books-tech-e2014987.html
831,Benchmarking and monitoring tools - O'Reilly Media - Technology,54,2,https://www.pdfdrive.com/benchmarking-and-monitoring-tools-oreilly-media-technology-e2876472.html
832,golang - O'Reilly Media,22,171,https://www.pdfdrive.com/golang-oreilly-media-e18093477.html
833,Clojure Programming,630,976,https://www.pdfdrive.com/clojure-programming-e55058024.html
834,"New O'Reilly Auto Parts Store Robert C. Byrd Parkway Beckley, West Virginia",54,0,https://www.pdfdrive.com/new-oreilly-auto-parts-store-robert-c-byrd-parkway-beckley-west-virginia-e45073099.html
835,"Chapter 2, EJB Architecture - O'Reilly Media",53,2,https://www.pdfdrive.com/chapter-2-ejb-architecture-oreilly-media-e10515847.html
836,RESTful Web Services Cookbook,314,420,https://www.pdfdrive.com/restful-web-services-cookbook-e51394411.html
837,Natural Language Processing with Python,504,247,https://www.pdfdrive.com/natural-language-processing-with-python-e52506640.html
838,To mChristiansen - O'Reilly Media,53,0,https://www.pdfdrive.com/to-mchristiansen-oreilly-media-e17488584.html
839,Kapitel 13: Monitoring - beim O'Reilly Verlag,53,0,https://www.pdfdrive.com/kapitel-13-monitoring-beim-oreilly-verlag-e5707283.html
840,UNIX and Linux System Administration Handbook,"1,225",413,https://www.pdfdrive.com/unix-and-linux-system-administration-handbook-e184734768.html
841,C++ in a Nutshell: A Desktop Quick Reference,810,941,https://www.pdfdrive.com/c-in-a-nutshell-a-desktop-quick-reference-e166642638.html
842,Programming PHP - Meetup,540,"2,859",https://www.pdfdrive.com/programming-php-meetup-e5762391.html
843,"Web Basics - O'Reilly Media - Technology Books, Tech Conferences",50,16,https://www.pdfdrive.com/web-basics-oreilly-media-technology-books-tech-conferences-e2835911.html
844,"The Loudest Voice in the Room: How the Brilliant, Bombastic Roger Ailes Built Fox News--and Divided a Country",650,936,https://www.pdfdrive.com/the-loudest-voice-in-the-room-how-the-brilliant-bombastic-roger-ailes-built-fox-news-and-divided-a-country-e158316635.html
845,"Head First Java, 2nd Edition",701,947,https://www.pdfdrive.com/head-first-java-2nd-edition-e58562772.html
846,"Capacity Planning - O'Reilly Media - Technology Books, Tech",52,2,https://www.pdfdrive.com/capacity-planning-oreilly-media-technology-books-tech-e2742656.html
847,At O'Reilly,52,0,https://www.pdfdrive.com/at-oreilly-e35270015.html
848,CHAPTER 15 Memory Mapping and DMA - O'Reilly Media,52,0,https://www.pdfdrive.com/chapter-15-memory-mapping-and-dma-oreilly-media-e18656381.html
849,Collective Intelligence,360,"1,291",https://www.pdfdrive.com/collective-intelligence-e33436188.html
850,Killing Jesus: A History,234,929,https://www.pdfdrive.com/killing-jesus-a-history-e200645327.html
851,HARDWARE Hacking IOI - O'Reilly Media,51,8,https://www.pdfdrive.com/hardware-hacking-ioi-oreilly-media-e17647467.html
852,Front Page: Use React with Universal Flux - O'Reilly,51,3,https://www.pdfdrive.com/front-page-use-react-with-universal-flux-oreilly-e19898010.html
853,"CHAPTER 3 The GPL, LGPL, and Mozilla Licenses - O'Reilly Media",51,1,https://www.pdfdrive.com/chapter-3-the-gpl-lgpl-and-mozilla-licenses-oreilly-media-e14472878.html
854,RUNNING - O'Reilly Media,50,10,https://www.pdfdrive.com/running-oreilly-media-e6199871.html
855,"CHAPTER 3 The GPL, LGPL, and Mozilla Licenses - O'Reilly Media",51,1,https://www.pdfdrive.com/chapter-3-the-gpl-lgpl-and-mozilla-licenses-oreilly-media-e7247918.html
856,Windows 7 Annoyances - Cdn.oreilly.com - O'Reilly Media,51,1,https://www.pdfdrive.com/windows-7-annoyances-cdnoreillycom-oreilly-media-e5567246.html
857,AI within O'Reilly Media,51,1,https://www.pdfdrive.com/ai-within-oreilly-media-e90215322.html
858,Think Python,291,234,https://www.pdfdrive.com/think-python-e54359068.html
859,Perl Template Toolkit - O'Reilly Media,49,13,https://www.pdfdrive.com/perl-template-toolkit-oreilly-media-e4916632.html
860,Programming Scala,448,334,https://www.pdfdrive.com/programming-scala-e33513767.html
861,LPI Linux Certification in a Nutshell,522,"1,498",https://www.pdfdrive.com/lpi-linux-certification-in-a-nutshell-e18762687.html
862,"John O'Reilly Presentation, Vilnius 19.06.2014 - StopTraffick.ie",50,0,https://www.pdfdrive.com/john-oreilly-presentation-vilnius-19062014-stoptraffickie-e16528949.html
863,"The HTML Editor Kit - O'Reilly Media - Technology Books, Tech",50,2,https://www.pdfdrive.com/the-html-editor-kit-oreilly-media-technology-books-tech-e705353.html
864,Mastering the art of indexing - O'Reilly Media,50,0,https://www.pdfdrive.com/mastering-the-art-of-indexing-oreilly-media-e9426628.html
865,Performance Guide for MySQL Cluster - O'Reilly Media - Technology,50,3,https://www.pdfdrive.com/performance-guide-for-mysql-cluster-oreilly-media-technology-e1305345.html
866,"Page 1 Page 2 Creator/ Writer Sean Patrick O'Rei||y Script Sean O'Reilly, Shawn DePasquale and ...",50,1,https://www.pdfdrive.com/page-1-page-2-creator-writer-sean-patrick-oreiy-script-sean-oreilly-shawn-depasquale-and-e34408798.html
867,Core Python - Computer Science and Engineering,766,"2,555",https://www.pdfdrive.com/core-python-computer-science-and-engineering-e10850746.html
868,Information Dashboard Design.pdf,166,389,https://www.pdfdrive.com/information-dashboard-designpdf-e60358352.html
869,Mapping Hacks: Tips & Tools for Electronic Cartography,565,899,https://www.pdfdrive.com/mapping-hacks-tips-tools-for-electronic-cartography-e157057370.html
870,"The Perl Language - O'Reilly Media - Technology Books, Tech",49,4,https://www.pdfdrive.com/the-perl-language-oreilly-media-technology-books-tech-e731199.html
871,"Learning PHP, MySQL & JavaScript",806,217,https://www.pdfdrive.com/learning-php-mysql-javascript-e48461446.html
872,Fashioning Data - O'Reilly Media,48,6,https://www.pdfdrive.com/fashioning-data-oreilly-media-e14308785.html
873,"Fixing Twitter - O'Reilly Media - Technology Books, Tech",49,1,https://www.pdfdrive.com/fixing-twitter-oreilly-media-technology-books-tech-e3449333.html
874,"Database scalability - O'Reilly Media - Technology Books, Tech",49,2,https://www.pdfdrive.com/database-scalability-oreilly-media-technology-books-tech-e4092893.html
875,The Definitive Guide - O'Reilly Media,49,1,https://www.pdfdrive.com/the-definitive-guide-oreilly-media-e11210685.html
876,Killing Patton,"2,171","1,270",https://www.pdfdrive.com/killing-patton-e28364448.html
877,A Bold Fresh Piece of Humanity,270,114,https://www.pdfdrive.com/a-bold-fresh-piece-of-humanity-e156659035.html
878,Linux Server Hacks: 100 Industrial-Strength Tips and Tools,242,371,https://www.pdfdrive.com/linux-server-hacks-100-industrial-strength-tips-and-tools-e161290606.html
879,What is… Google App Engine? - O'Reilly Media,48,3,https://www.pdfdrive.com/what-is-google-app-engine-oreilly-media-e17475113.html
880,O'Reilly Media -- Template for Microsoft Word - Cdn.oreilly.com,48,3,https://www.pdfdrive.com/oreilly-media-template-for-microsoft-word-cdnoreillycom-e4043990.html
881,PL/SQL-Tabellen - beim O'Reilly Verlag,48,2,https://www.pdfdrive.com/plsql-tabellen-beim-oreilly-verlag-e7514356.html
882,"CEO Personality, Culture, and Firm Performance CHARLES A. O'REILLY III Sta",48,2,https://www.pdfdrive.com/ceo-personality-culture-and-firm-performance-charles-a-oreilly-iii-sta-e37042699.html
883,Chapter 22: java.awt.image Reference - O'Reilly Media,48,0,https://www.pdfdrive.com/chapter-22-javaawtimage-reference-oreilly-media-e9541408.html
884,Chapter 22: java.awt.image Reference - O'Reilly Media,48,1,https://www.pdfdrive.com/chapter-22-javaawtimage-reference-oreilly-media-e13099728.html
885,"Massively Sharded MySQL - O'Reilly Media - Technology Books, Tech",48,2,https://www.pdfdrive.com/massively-sharded-mysql-oreilly-media-technology-books-tech-e4904153.html
886,Stability Patterns - O'Reilly Media - Technology Books,48,0,https://www.pdfdrive.com/stability-patterns-oreilly-media-technology-books-e8044257.html
887,Hacking your portable Linux Server - O'Reilly Media - Technology,47,5,https://www.pdfdrive.com/hacking-your-portable-linux-server-oreilly-media-technology-e3801009.html
888,"Learning Perl, 5th Ed.",350,"1,037",https://www.pdfdrive.com/learning-perl-5th-ed-e7627222.html
889,Java Database Best Practices,614,"1,110",https://www.pdfdrive.com/java-database-best-practices-e33739733.html
890,"Spring 2 - O'Reilly Media - Technology Books, Tech",47,2,https://www.pdfdrive.com/spring-2-oreilly-media-technology-books-tech-e4434174.html
891,Integration Testing PHP Applications - O'Reilly Media - Technology,47,2,https://www.pdfdrive.com/integration-testing-php-applications-oreilly-media-technology-e8033017.html
892,AL - O'Reilly Media,47,0,https://www.pdfdrive.com/al-oreilly-media-e4051680.html
893,Microsoft SQL Server 2008 MDX Step by Step (Step By Step (Microsoft)),389,355,https://www.pdfdrive.com/microsoft-sql-server-2008-mdx-step-by-step-step-by-step-microsoft-e185450259.html
894,Simple JDBC with Spring 2 - O'Reilly Media - Technology Books,46,7,https://www.pdfdrive.com/simple-jdbc-with-spring-2-oreilly-media-technology-books-e4497236.html
895,Introduction to Veterinary Anatomy & Physiology,252,861,https://www.pdfdrive.com/introduction-to-veterinary-anatomy-physiology-e158063627.html
896,The Desktop and Start Menu - O'Reilly Media - Technology Books,46,3,https://www.pdfdrive.com/the-desktop-and-start-menu-oreilly-media-technology-books-e61435.html
897,"MySQL Cookbook - O'Reilly Media - Technology Books, Tech",45,10,https://www.pdfdrive.com/mysql-cookbook-oreilly-media-technology-books-tech-e723110.html
898,JavaScript Patterns,236,707,https://www.pdfdrive.com/javascript-patterns-e33451958.html
899,The outrage industry : political opinion media and the new incivility,286,352,https://www.pdfdrive.com/the-outrage-industry-political-opinion-media-and-the-new-incivility-e158026443.html
900,Python in Education - O'Reilly Media,43,19,https://www.pdfdrive.com/python-in-education-oreilly-media-e14875881.html
901,"My wish is your command - Head First Labs from O'Reilly Media, Inc.",46,2,https://www.pdfdrive.com/my-wish-is-your-command-head-first-labs-from-oreilly-media-inc-e907202.html
902,Consumer Attitudes Toward E-Book Reading - O'Reilly Media,46,2,https://www.pdfdrive.com/consumer-attitudes-toward-e-book-reading-oreilly-media-e1667880.html
903,Chapter 2: Simple Graphics - O'Reilly Media,46,0,https://www.pdfdrive.com/chapter-2-simple-graphics-oreilly-media-e12141203.html
904,How I Learned to Love Revision Control - O'Reilly Media,46,1,https://www.pdfdrive.com/how-i-learned-to-love-revision-control-oreilly-media-e2446229.html
905,TCP/IP and PPP - O'Reilly Media,45,7,https://www.pdfdrive.com/tcpip-and-ppp-oreilly-media-e6056694.html
906,Chapter 2: Simple Graphics - O'Reilly Media,46,0,https://www.pdfdrive.com/chapter-2-simple-graphics-oreilly-media-e6289761.html
907,SELF-SERVICE BI AT MICROSOFT - O'Reilly Media - Technology Books,45,6,https://www.pdfdrive.com/self-service-bi-at-microsoft-oreilly-media-technology-books-e1357643.html
908,Components - O'Reilly Media,46,0,https://www.pdfdrive.com/components-oreilly-media-e2253272.html
909,Update on Allogeneic Bone Marrow X-Transplantation for X-SCID-Richard J. O'Reilly,46,0,https://www.pdfdrive.com/update-on-allogeneic-bone-marrow-x-transplantation-for-x-scid-richard-j-oreilly-e21656726.html
910,Tim O'Reilly @timoreilly wtfeconomy.com,46,0,https://www.pdfdrive.com/tim-oreilly-timoreilly-wtfeconomycom-e50107401.html
911,Tim O'Reilly @timoreilly wtfeconomy.com,46,0,https://www.pdfdrive.com/tim-oreilly-timoreilly-wtfeconomycom-e50134523.html
912,Adobe Encore DVD - O'Reilly Media,45,6,https://www.pdfdrive.com/adobe-encore-dvd-oreilly-media-e7440753.html
913,Chapter 12: System Log Management and Monitoring - O'Reilly Media,45,4,https://www.pdfdrive.com/chapter-12-system-log-management-and-monitoring-oreilly-media-e8212169.html
914,Python for Data Analysis,470,566,https://www.pdfdrive.com/python-for-data-analysis-e33448456.html
915,Car PC Hacks,411,342,https://www.pdfdrive.com/car-pc-hacks-e184235192.html
916,ActionScript 3.0 Cookbook - O'Reilly Media - Technology Books,45,5,https://www.pdfdrive.com/actionscript-30-cookbook-oreilly-media-technology-books-e727906.html
917,Chapter 9: Troubleshooting Samba - O'Reilly Media,45,0,https://www.pdfdrive.com/chapter-9-troubleshooting-samba-oreilly-media-e36346169.html
918,Troubleshooting Samba - O'Reilly Media,45,0,https://www.pdfdrive.com/troubleshooting-samba-oreilly-media-e18275526.html
919,Developers vs Designers - O'Reilly Media - Technology Books,44,4,https://www.pdfdrive.com/developers-vs-designers-oreilly-media-technology-books-e5327658.html
920,Learning Java,978,336,https://www.pdfdrive.com/learning-java-e57898366.html
921,A Dublin Student Doctor: An Irish Country Novel (Irish Country Books),357,168,https://www.pdfdrive.com/a-dublin-student-doctor-an-irish-country-novel-irish-country-books-e156854104.html
922,Learning PHP,415,351,https://www.pdfdrive.com/learning-php-e58525138.html
923,Ruby Best Practices,330,"1,167",https://www.pdfdrive.com/ruby-best-practices-e18828567.html
924,"Cassandra - O'Reilly Media - Technology Books, Tech Conferences",44,1,https://www.pdfdrive.com/cassandra-oreilly-media-technology-books-tech-conferences-e1695912.html
925,Geometr ic Algor ithms - O'Reilly Media,44,0,https://www.pdfdrive.com/geometr-ic-algor-ithms-oreilly-media-e6322070.html
926,Real-time Computer Vision With Ruby - O'Reilly Media,44,1,https://www.pdfdrive.com/real-time-computer-vision-with-ruby-oreilly-media-e18378223.html
927,Killing Kennedy: The End of Camelot,271,80,https://www.pdfdrive.com/killing-kennedy-the-end-of-camelot-e193262000.html
928,HTML5: The Missing Manual,449,"1,078",https://www.pdfdrive.com/html5-the-missing-manual-e33518208.html
929,Programming the Semantic Web,300,90,https://www.pdfdrive.com/programming-the-semantic-web-e55844265.html
930,Layout of Page Elements - O'Reilly Media,43,4,https://www.pdfdrive.com/layout-of-page-elements-oreilly-media-e6348668.html
931,"Arch Linux Handbook: A Simple, Lightweight Linux Handbook",166,822,https://www.pdfdrive.com/arch-linux-handbook-a-simple-lightweight-linux-handbook-e159319826.html
932,Windows 8 Hacks - Cdn.oreilly.com - O'Reilly Media,42,13,https://www.pdfdrive.com/windows-8-hacks-cdnoreillycom-oreilly-media-e11926681.html
933,"Java Extreme - O'Reilly Media - Technology Books, Tech Conferences",42,8,https://www.pdfdrive.com/java-extreme-oreilly-media-technology-books-tech-conferences-e1036376.html
934,Face detection on the iPhone - O'Reilly Media - Technology,43,2,https://www.pdfdrive.com/face-detection-on-the-iphone-oreilly-media-technology-e7925699.html
935,Bottom-Up Database Hardware Benchmarking - O'Reilly Media,43,2,https://www.pdfdrive.com/bottom-up-database-hardware-benchmarking-oreilly-media-e2889933.html
936,Wife in the North,352,74,https://www.pdfdrive.com/wife-in-the-north-e161008590.html
937,Analyst Day - Home | O'Reilly Auto Parts Corporate,43,0,https://www.pdfdrive.com/analyst-day-home-oreilly-auto-parts-corporate-e9889397.html
938,"COMPUTER BOOKS FALL 2005 - O'Reilly Media - Technology Books, Tech",43,2,https://www.pdfdrive.com/computer-books-fall-2005-oreilly-media-technology-books-tech-e1841019.html
939,Using the Network with Windows Computers - O'Reilly Media,43,1,https://www.pdfdrive.com/using-the-network-with-windows-computers-oreilly-media-e7325117.html
940,O'Reilly Design,43,2,https://www.pdfdrive.com/oreilly-design-e38417575.html
941,"Andrei Alexandrescu, PhD - O'Reilly Media",43,0,https://www.pdfdrive.com/andrei-alexandrescu-phd-oreilly-media-e19904091.html
942,You are cordially invited to attend the 2019 Annual Meeting of Shareholders of O'Reilly Autom,43,1,https://www.pdfdrive.com/you-are-cordially-invited-to-attend-the-2019-annual-meeting-of-shareholders-of-oreilly-autom-e199007824.html
943,O'Reilly - MySQL Stored Procedure Procedure Programming,42,8,https://www.pdfdrive.com/oreilly-mysql-stored-procedure-procedure-programming-e39958585.html
944,A Whirlwind Tour of Python,98,166,https://www.pdfdrive.com/a-whirlwind-tour-of-python-e51949867.html
945,Using Joomla!,360,163,https://www.pdfdrive.com/using-joomla-e54315206.html
946,I: Lex and Yacc I,388,431,https://www.pdfdrive.com/i-lex-and-yacc-i-e33440037.html
947,ASPNET - O'Reilly Media,42,6,https://www.pdfdrive.com/aspnet-oreilly-media-e5315464.html
948,Unicode - O'Reilly Media,37,33,https://www.pdfdrive.com/unicode-oreilly-media-e2967009.html
949,Head First EJB,695,889,https://www.pdfdrive.com/head-first-ejb-e37702161.html
950,VMware Cookbook - Cdn.oreilly.com - O'Reilly Media,42,4,https://www.pdfdrive.com/vmware-cookbook-cdnoreillycom-oreilly-media-e14998727.html
951,Head First Programming,441,829,https://www.pdfdrive.com/head-first-programming-e51278242.html
952,BioCoder: Fall 2013 - O'Reilly Media,41,7,https://www.pdfdrive.com/biocoder-fall-2013-oreilly-media-e14847630.html
953,Formatting Worksheets - O'Reilly Media,42,3,https://www.pdfdrive.com/formatting-worksheets-oreilly-media-e6259334.html
954,Mammoth Scale Machine Learning - O'Reilly Media,42,2,https://www.pdfdrive.com/mammoth-scale-machine-learning-oreilly-media-e17600844.html
955,Chapter 6: Containers - O'Reilly Media,42,0,https://www.pdfdrive.com/chapter-6-containers-oreilly-media-e15300431.html
956,Chapter 6: Containers - O'Reilly Media,42,0,https://www.pdfdrive.com/chapter-6-containers-oreilly-media-e16798424.html
957,Testing PHP/MySQL Applications with PHPUnit - O'Reilly Media,42,2,https://www.pdfdrive.com/testing-phpmysql-applications-with-phpunit-oreilly-media-e5848137.html
958,TCP/IP Networks - O'Reilly Media,41,6,https://www.pdfdrive.com/tcpip-networks-oreilly-media-e10071117.html
959,"WordPress from scratch - Head First Labs from O'Reilly Media, Inc.",42,1,https://www.pdfdrive.com/wordpress-from-scratch-head-first-labs-from-oreilly-media-inc-e2607781.html
960,O'Reilly – MySQL Stored Procedure Programming 1,42,2,https://www.pdfdrive.com/oreilly-mysql-stored-procedure-programming-1-e5733217.html
961,"Craft: Transforming Traditional Crafts, Volume 6",162,803,https://www.pdfdrive.com/craft-transforming-traditional-crafts-volume-6-e185123058.html
962,Angry White Men: American Masculinity at the End of an Era,366,801,https://www.pdfdrive.com/angry-white-men-american-masculinity-at-the-end-of-an-era-e183833175.html
963,"Mastering Visual Studio - O'Reilly Media - Technology Books, Tech",40,11,https://www.pdfdrive.com/mastering-visual-studio-oreilly-media-technology-books-tech-e1040042.html
964,"Optimization, Backups, Replication & Load Balancing - O'Reilly Media",41,5,https://www.pdfdrive.com/optimization-backups-replication-load-balancing-oreilly-media-e8454165.html
965,Social eCommerce,311,494,https://www.pdfdrive.com/social-ecommerce-e40519002.html
966,High Performance Web Sites Essential Knowledge for Frontend Engineers Steve Souders,170,338,https://www.pdfdrive.com/high-performance-web-sites-essential-knowledge-for-frontend-engineers-steve-souders-e33412829.html
967,Travelers' Tales Paris: True Stories,281,143,https://www.pdfdrive.com/travelers-tales-paris-true-stories-e193271177.html
968,"Bashing Back: Wayne Besen on Glbt People, Politics, and Culture",210,59,https://www.pdfdrive.com/bashing-back-wayne-besen-on-glbt-people-politics-and-culture-e157803605.html
969,Flash Remoting - O'Reilly Media,40,6,https://www.pdfdrive.com/flash-remoting-oreilly-media-e4463710.html
970,Forecasting MySQL Scalability - O'Reilly Media - Technology,41,0,https://www.pdfdrive.com/forecasting-mysql-scalability-oreilly-media-technology-e4157025.html
971,You are cordially invited to attend the 2016 Annual Meeting of Shareholders of O'Reilly Automot,41,0,https://www.pdfdrive.com/you-are-cordially-invited-to-attend-the-2016-annual-meeting-of-shareholders-of-oreilly-automot-e34974099.html
972,MySQL Replication Tips and Tricks - O'Reilly Media,41,1,https://www.pdfdrive.com/mysql-replication-tips-and-tricks-oreilly-media-e17558243.html
973,"Chi, Y., Hong, J., Jurek, A., Liu, W. and O'Reilly, D.",41,1,https://www.pdfdrive.com/chi-y-hong-j-jurek-a-liu-w-and-oreilly-d-e102586772.html
974,"Java & XML, 2nd Edition",428,"1,466",https://www.pdfdrive.com/java-xml-2nd-edition-e2702204.html
975,Analyzing the Analyzers - O'Reilly Media,39,10,https://www.pdfdrive.com/analyzing-the-analyzers-oreilly-media-e12223776.html
976,"O'Reilly, Bill - The O'Reilly Factor",280,6,https://www.pdfdrive.com/oreilly-bill-the-oreilly-factor-e200356479.html
977,JavaScript Pocket Reference,40,"1,345",https://www.pdfdrive.com/javascript-pocket-reference-e18889999.html
978,Electronic Components - O'Reilly Verlag,40,3,https://www.pdfdrive.com/electronic-components-oreilly-verlag-e3552491.html
979,LINUX - O'Reilly Media,40,2,https://www.pdfdrive.com/linux-oreilly-media-e2306308.html
980,"Excel 2003 Programming - O'Reilly Media - Technology Books, Tech",738,4,https://www.pdfdrive.com/excel-2003-programming-oreilly-media-technology-books-tech-e1064097.html
981,active directory 5th edition,40,835,https://www.pdfdrive.com/active-directory-5th-edition-e20870895.html
982,An Overview of Amazon Silk - O'Reilly Media - Technology Books,Unknown,0,https://www.pdfdrive.com/an-overview-of-amazon-silk-oreilly-media-technology-books-e4911083.html
983,Database Scalability {Patterns} - O'Reilly Media,40,0,https://www.pdfdrive.com/database-scalability-patterns-oreilly-media-e8402523.html
984,7INDOWS 3ERVER 3ECURITY#OOKBOOK - O'Reilly Media,40,1,https://www.pdfdrive.com/7indows-3erver-3ecurityookbook-oreilly-media-e2252558.html
985,"O'Reilly to Host an Analyst Day on August 9, 2016",40,1,https://www.pdfdrive.com/oreilly-to-host-an-analyst-day-on-august-9-2016-e27250826.html
986,o'reilly automotive,40,0,https://www.pdfdrive.com/oreilly-automotive-e20540094.html
987,MariaDB: What? Who? How? Why? Where? - O'Reilly Media,39,7,https://www.pdfdrive.com/mariadb-what-who-how-why-where-oreilly-media-e19856817.html
988,o'reilly automotive,40,0,https://www.pdfdrive.com/oreilly-automotive-e52747291.html
989,Communicating Data with Tableau,334,318,https://www.pdfdrive.com/communicating-data-with-tableau-e48878267.html
990,Microsoft Office 2013: Das Handbuch,"1,278",775,https://www.pdfdrive.com/microsoft-office-2013-das-handbuch-e187497248.html
991,Mastering Perl for Bioinformatics - O'Reilly Media,33,157,https://www.pdfdrive.com/mastering-perl-for-bioinformatics-oreilly-media-e4051150.html
992,Practical RDF - O'Reilly Media,27,327,https://www.pdfdrive.com/practical-rdf-oreilly-media-e5705778.html
993,Windows 7: The Definitive Guide - cdn.oreilly.com - O'Reilly Media,39,6,https://www.pdfdrive.com/windows-7-the-definitive-guide-cdnoreillycom-oreilly-media-e7028708.html
994,The Definitive Guide - O'Reilly Media,38,10,https://www.pdfdrive.com/the-definitive-guide-oreilly-media-e6696163.html
995,Network Security Assessment - O'Reilly Media,38,10,https://www.pdfdrive.com/network-security-assessment-oreilly-media-e2756714.html
996,Head First Object-Oriented Analysis and Design - O'Reilly Media,38,13,https://www.pdfdrive.com/head-first-object-oriented-analysis-and-design-oreilly-media-e6512789.html
997,Shared Source CLI - O'Reilly Media,39,2,https://www.pdfdrive.com/shared-source-cli-oreilly-media-e831697.html
998,"McClelland, McNaughton, O'Reilly",39,2,https://www.pdfdrive.com/mcclelland-mcnaughton-oreilly-e23372221.html
999,Python for Finance,605,513,https://www.pdfdrive.com/python-for-finance-e32507322.html
1000,2012 OST Course Catalog - O'Reilly School of Technology,39,0,https://www.pdfdrive.com/2012-ost-course-catalog-oreilly-school-of-technology-e7832054.html
1001,"From Map To Web - O'Reilly Media - Technology Books, Tech",39,2,https://www.pdfdrive.com/from-map-to-web-oreilly-media-technology-books-tech-e609294.html
1002,Head First - O'Reilly Media,39,8,https://www.pdfdrive.com/head-first-oreilly-media-e5734645.html
1003,"Matthew E. O'Reilly,† Ross Fu,‡ Robert J. Nielsen,‡ Michal Sabat,§ William A. Goddard,‡* and T ...",39,0,https://www.pdfdrive.com/matthew-e-oreilly-ross-fu-robert-j-nielsen-michal-sabat-william-a-goddard-and-t-e38092866.html
1004,"Norman J. O'Reilly, B.Sc., MA, MBA, PhD, CPA/CGA",39,1,https://www.pdfdrive.com/norman-j-oreilly-bsc-ma-mba-phd-cpacga-e48294735.html
1005,"Norman J. O'Reilly, B.Sc., MA, MBA, PhD, CPA/CGA",39,1,https://www.pdfdrive.com/norman-j-oreilly-bsc-ma-mba-phd-cpacga-e48814534.html
1006,Designing Evolvable Web APIs with ASP.NET,536,824,https://www.pdfdrive.com/designing-evolvable-web-apis-with-aspnet-e40983723.html
1007,Ajax Hacks,726,283,https://www.pdfdrive.com/ajax-hacks-e189493095.html
1008,MySQL Replication Update - O'Reilly Media - Technology Books,38,5,https://www.pdfdrive.com/mysql-replication-update-oreilly-media-technology-books-e6566266.html
1009,Building Wireless Sensor Networks,321,711,https://www.pdfdrive.com/building-wireless-sensor-networks-e34329201.html
1010,Appendix: Automator and AppleScript - O'Reilly Media,38,2,https://www.pdfdrive.com/appendix-automator-and-applescript-oreilly-media-e10686035.html
1011,Core Python Programming (2nd Edition),"1,155",275,https://www.pdfdrive.com/core-python-programming-2nd-edition-e156630552.html
1012,Analyst Day - O'Reilly Auto Parts Corporate,38,0,https://www.pdfdrive.com/analyst-day-oreilly-auto-parts-corporate-e18539887.html
1013,Using Sphinx Beyond Full Text Search - O'Reilly Media - Technology,38,0,https://www.pdfdrive.com/using-sphinx-beyond-full-text-search-oreilly-media-technology-e2318634.html
1014,MySQL 5.1 Event Scheduler - O'Reilly Media - Technology Books,38,1,https://www.pdfdrive.com/mysql-51-event-scheduler-oreilly-media-technology-books-e3288249.html
1015,Windows Live Mail - O'Reilly Media,38,1,https://www.pdfdrive.com/windows-live-mail-oreilly-media-e18074738.html
1016,Mastering Regular Expressions - O'Reilly Media - Technology Books,36,12,https://www.pdfdrive.com/mastering-regular-expressions-oreilly-media-technology-books-e1922719.html
1017,"Programming Windows®, Fifth Edition (Microsoft Programming Series)","1,280",272,https://www.pdfdrive.com/programming-windows-fifth-edition-microsoft-programming-series-e188156179.html
1018,Head First Software Development,477,270,https://www.pdfdrive.com/head-first-software-development-e169133742.html
1019,C in a Nutshell: The Definitive Reference,"1,343",746,https://www.pdfdrive.com/c-in-a-nutshell-the-definitive-reference-e194501329.html
1020,Head First Servlets and JSP.pdf,750,"2,223",https://www.pdfdrive.com/head-first-servlets-and-jsppdf-e31042458.html
1021,Microsoft Outlook 2010 Inside Out,"1,111","1,803",https://www.pdfdrive.com/microsoft-outlook-2010-inside-out-e19583470.html
1022,Beautiful Testing - How to Download Example Code - O'Reilly Media,37,1,https://www.pdfdrive.com/beautiful-testing-how-to-download-example-code-oreilly-media-e14088848.html
1023,Mac OS X - O'Reilly Media,37,0,https://www.pdfdrive.com/mac-os-x-oreilly-media-e1768988.html
